Keyword,Period,Year,Date,Hit_Cleaned,Hit,Index,Intensity,Valence,Temporality,Reasoning
Volk,1970-1989,1974,1974-09-06,"Auf den guten Willen der Welt, der ihr Volk bisher vor einer Hungerkatastrophe bewahrt hat, nahm die indische Ministerpräsidentin diesmal sowenig Rücksicht wie bei der Zerschlagung Pakistans.","Auf den guten Willen der Welt, der ihr Volk bisher vor einer Hungerkatastrophe bewahrt hat, nahm die indische Ministerpräsidentin diesmal sowenig Rücksicht wie bei der Zerschlagung Pakistans.",597,3,3,gegenwärtig/neutral,"Bezieht sich sachlich auf die indische Bevölkerung als schutzbedürftige Gemeinschaft im gegenwärtigen politischen Kontext, ohne ethnisch aufgeladene oder stolzierende Rhetorik."
Volk,1970-1989,1974,1974-04-19,"Umgekehrt vermeldet die Belgrader Nachrichtenagentur Tanjug mit polemischer Spitze gegen Rom: ""Der Zorn der jugoslawischen Völker hat nicht nachgelassen.""","Umgekehrt vermeldet die Belgrader Nachrichtenagentur Tanjug mit polemischer Spitze gegen Rom: ""Der Zorn der jugoslawischen Völker hat nicht nachgelassen.""",598,3,4,gegenwärtig/neutral,"Das plurale ‚jugoslawischen Völker‘ mobilisiert kollektive Empörung in polemischem, gegenwärtigem Ton, ohne explizite biologisierende Blutgemeinschaftsrhetorik."
Volk,1970-1989,1974,1974-04-12,"Wie alle anderen Demokratien, so ruht auch die amerikanische auf zwei Prämissen: daß die Repräsentanten des Volkes die ihnen anvertraute Macht nicht mißbrauchen und daß sie sich im Amt nicht bereichern.","Wie alle anderen Demokratien, so ruht auch die amerikanische auf zwei Prämissen: daß die Repräsentanten des Volkes die ihnen anvertraute Macht nicht mißbrauchen und daß sie sich im Amt nicht bereichern.",599,1,1,gegenwärtig/neutral,'Volk' erscheint hier als verfassungsrechtliche Trägerin der Souveränität und als normatives Objekt der Mahnung an Amtsträger.
Volk,1970-1989,1974,1974-11-22,Im Falle Papandreou birgt der Spruch des Volkes ein Stück ausgleichender historischer Gerechtigkeit:,Im Falle Papandreou birgt der Spruch des Volkes ein Stück ausgleichender historischer Gerechtigkeit:,600,1,5,historisch/überholt,"Das 'Volk' tritt als souveräner, staatsbürgerlicher Akteur auf, positiv konnotiert als ausgleichende Kraft für vergangene historische Unrechtserfahrungen."
Volk,1970-1989,1974,1974-01-11,"Nicht ein vereinigtes Westeuropa sei anzustreben, sondern ein Europa der Vaterländer, denn schließlich seien nicht alle Völker Europas bereit, ""mit einem Mal wegzuwischen, was in Jahrtausenden gewachsen ist.","Nicht ein vereinigtes Westeuropa sei anzustreben, sondern ein Europa der Vaterländer, denn schließlich seien nicht alle Völker Europas bereit, ""mit einem Mal wegzuwischen, was in Jahrtausenden gewachsen ist.",601,4,5,historisch/überholt,Der Satz evoziert 'Völker' als organisch über Jahrtausende gewachsene Vaterländer und verteidigt diese national-historische Identität gegen supranationale Einigung.
Volk,1970-1989,1974,1974-03-08,"Wenn in der gegenwärtigen Schwächeperiode der westeuropäischen Demokratien Millionen von Wählern bereit sind, falschen Propheten zu folgen (und sei es nur, um die herrschenden Parteien zu verunsichern), so läßt dieses Verhalten zwei Schlüsse zu: Entweder haben es die Parteien versäumt, das Volk unmittelbar in die Verantwortung einzubeziehen (die Ausübung eines Stimmrechts alle vier, fünf Jahre verbürgt allein noch keine demokratische Solidarität), oder sie haben das Bedürfnis der Bürger nach Führung und Autorität nicht gestillt.","Wenn in der gegenwärtigen Schwächeperiode der westeuropäischen Demokratien Millionen von Wählern bereit sind, falschen Propheten zu folgen (und sei es nur, um die herrschenden Parteien zu verunsichern), so läßt dieses Verhalten zwei Schlüsse zu: Entweder haben es die Parteien versäumt, das Volk unmittelbar in die Verantwortung einzubeziehen (die Ausübung eines Stimmrechts alle vier, fünf Jahre verbürgt allein noch keine demokratische Solidarität), oder sie haben das Bedürfnis der Bürger nach Führung und Autorität nicht gestillt.",602,2,2,gegenwärtig/neutral,"Das Wort bezeichnet die gegenwärtige Wählerschaft als politisch zu integrierende Bürgerschaft, nicht eine ethnische Gemeinschaft, und wird kritisch-reflexiv verwendet."
Volk,1970-1989,1974,1974-11-15,"Gegenüber dem Volks- und Rassenfeind war alles erlaubt; unter seinesgleichen aber hatte man sich anständig zu verhalten, und vor dem Volk, das der Läuterung der Ausgewesenen noch nicht teilhaftig werden konnte, war vorbildliches Auftreten geboten - auch absolute Verschwiegenheit, versteht sich.","Gegenüber dem Volks- und Rassenfeind war alles erlaubt; unter seinesgleichen aber hatte man sich anständig zu verhalten, und vor dem Volk, das der Läuterung der Ausgewesenen noch nicht teilhaftig werden konnte, war vorbildliches Auftreten geboten - auch absolute Verschwiegenheit, versteht sich.",603,5,5,zukünftig/projiziert,Das ‚Volk‘ steht neben Begriffen wie ‚Rassenfeind‘ und ‚Läuterung‘ als ethnisch-normative Referenz und als projektives Ziel normativer Erwartung.
Volk,1970-1989,1974,1974-11-22,"Das jüdische Volk soll seine Identität darin finden, daß es Palästina kolonisiert.","Das jüdische Volk soll seine Identität darin finden, daß es Palästina kolonisiert.",604,5,5,zukünftig/projiziert,"»jüdisches Volk« wird als ethnisch-nationalistisches, identitätsstiftendes Kollektiv verwendet und in einer zukunftsgerichteten Handlungsanweisung (Kolonisierung) projiziert."
Volk,1970-1989,1974,1974-11-15,"""Im Namen des Volkes"" von Ottokar Runze.","""Im Namen des Volkes"" von Ottokar Runze.",605,1,2,gegenwärtig/neutral,Die Formel verweist auf juristische/staatsbürgerliche Souveränität (Verfassungsgemeinschaft) und wird im 1974er-Filmkontext eher kritisch-reflexiv verwendet.
Volk,1970-1989,1974,1974-02-01,"Der ""Stiftung Preußischer Kulturbesitz"" wurde 1961 vom Bundestag die Aufgabe übertragen, ""bis zu einer Neuregelung nach der Wiedervereinigung den Preußischen Kulturbesitz für das deutsche Volk zu bewahren, zu pflegen, zu ergänzen und seine Auswertung für die Wissenschaft und den Kulturaustausch zwischen den Völkern zu gewährleisten"".","Der ""Stiftung Preußischer Kulturbesitz"" wurde 1961 vom Bundestag die Aufgabe übertragen, ""bis zu einer Neuregelung nach der Wiedervereinigung den Preußischen Kulturbesitz für das deutsche Volk zu bewahren, zu pflegen, zu ergänzen und seine Auswertung für die Wissenschaft und den Kulturaustausch zwischen den Völkern zu gewährleisten"".",606,2,4,zukünftig/projiziert,"Der Begriff wird formell-institutionell gebraucht, ist aber identitätsstiftend und auf die künftige Wiedervereinigung bezogen."
Volk,1970-1989,1974,1974-11-08,Stipendium der Studienstiftung des deutschen Volkes.,Stipendium der Studienstiftung des deutschen Volkes.,607,1,4,gegenwärtig/neutral,"Institutioneller, staatsbürgerlicher Gebrauch von ‚Volkes‘ für eine Förderstiftung; identitätsstiftend/positiv, nicht ethnisch begründet."
Volk,1970-1989,1974,1974-08-02,"Freilich, weniger vitale, weniger glaubensstarke Völker wären längst total demoralisiert:","Freilich, weniger vitale, weniger glaubensstarke Völker wären längst total demoralisiert:",608,5,5,gegenwärtig/neutral,"Essentialisierende, wertschätzende Zuschreibung kollektiver Eigenschaften (Vitalität/Glaubensstärke), ethnisch aufgeladen und positiv bewertet."
Volk,1970-1989,1974,1974-03-29,"Amerika müsse die Tür weiter offenhalten - doch nicht für den eigenen Handel, sondern für die revolutionäre Verwirklichung des Rechtes der unterdrückten Völker auf Selbstbestimmung.","Amerika müsse die Tür weiter offenhalten - doch nicht für den eigenen Handel, sondern für die revolutionäre Verwirklichung des Rechtes der unterdrückten Völker auf Selbstbestimmung.",609,1,2,zukünftig/projiziert,"Der Ausdruck benennt ‚unterdrückte Völker‘ im antiimperialistischen, internationalistischen Sinn als Ziel einer zukünftigen revolutionären Selbstbestimmung, nicht als ethnisch‑biologische Identität oder Stolz."
Volk,1970-1989,1974,1974-11-15,"Dabei enthält gerade jenes Dokument, ""eines der erschreckendsten Zeugnisse in deutscher Sprache überhaupt"" (Fest), noch einmal im Konzentrat die ganze Hybris nationalsozialistischer Zweiteilung der Welt: ""Das, was in den Völkern an gutem Blut unserer Art vorhanden ist, werden wir uns holen, indem wir ihnen, wenn notwendig, die Kinder rauben und sie bei uns großziehen.","Dabei enthält gerade jenes Dokument, ""eines der erschreckendsten Zeugnisse in deutscher Sprache überhaupt"" (Fest), noch einmal im Konzentrat die ganze Hybris nationalsozialistischer Zweiteilung der Welt: ""Das, was in den Völkern an gutem Blut unserer Art vorhanden ist, werden wir uns holen, indem wir ihnen, wenn notwendig, die Kinder rauben und sie bei uns großziehen.",610,5,1,historisch/überholt,"Der Satz zitiert rassistisch-ethnische Vorstellungen ('gutem Blut', Kinderraub) und stellt sie als erschreckendes historisches Zeugnis kritisch dar."
Volk,1970-1989,1975,1975-02-07,"Das Volk wird in den Wahlen seine Haltung definieren, und die MFA wird garantieren, was das Volk Portugals will.""","Das Volk wird in den Wahlen seine Haltung definieren, und die MFA wird garantieren, was das Volk Portugals will.""",611,1,3,zukünftig/projiziert,"Bezeichnet das Volk als souveräne Wählerschaft in einem demokratischen, zukunftsgerichteten Kontext (Wahlen/MFA), nicht als ethnische Blutsgemeinschaft."
Volk,1970-1989,1975,1975-04-04,Die entwickelten Völker haben in diesem Prozeß den beispielgebenden Anfang zu machen.,Die entwickelten Völker haben in diesem Prozeß den beispielgebenden Anfang zu machen.,612,3,4,zukünftig/projiziert,"‚Entwickelte Völker‘ betont eine führende, beispielgebende Rolle in der Zukunft und wirkt damit normativ/identitätsstiftend, ohne direkte biologisch-rassistische Formulierung."
Volk,1970-1989,1975,1975-12-12,Das Volk ist seinem geistigen Ursprung nach (nicht seinem geschichtlichen nach) ein religiöser Begriff.,Das Volk ist seinem geistigen Ursprung nach (nicht seinem geschichtlichen nach) ein religiöser Begriff.,613,2,2,historisch/überholt,"Betont den 'geistigen Ursprung' als konzeptionelle/religiöse Wurzel und distanziert sich von geschichtlicher/ethnischer Bestimmung, daher reflexiv und nicht stolz-nationalistisch."
Volk,1970-1989,1975,1975-08-08,"Entspannung besagt wenig, wenn sie sich nicht im Alltagsleben unserer Völker niederschlägt.","Entspannung besagt wenig, wenn sie sich nicht im Alltagsleben unserer Völker niederschlägt.",614,3,2,gegenwärtig/neutral,"Spricht von den gegenwärtigen Bevölkerungen als kollektiven Adressaten und fordert praktische Wirkung im Alltag, sachlich-kritisch ohne explizite ethnische Aufladung."
Volk,1970-1989,1975,1975-11-28,"Dann läßt sich feststellen, daß hier einer der engsten Mitarbeiter Hitlers eine Entwicklung durchgemacht hat, die eigentlich das deutsche Volk hätte durchmachen müssen: die Auseinandersetzung mit dem Dritten Reich.","Dann läßt sich feststellen, daß hier einer der engsten Mitarbeiter Hitlers eine Entwicklung durchgemacht hat, die eigentlich das deutsche Volk hätte durchmachen müssen: die Auseinandersetzung mit dem Dritten Reich.",615,2,1,historisch/überholt,"Kritische Mahnung, daß das deutsche Volk die kollektive Aufarbeitung des Dritten Reichs hätte durchmachen müssen."
Volk,1970-1989,1975,1975-10-31,"Die ""Halle des Volkes"" in Peking faßt zu Festessen bis zu 600 Personen; dabei gut 200 Anwesende mit Handschlag zu begrüßen, ist üblich; Gast und Gastgeber legen sich die Speisen gegenseitig vor; die Tischreden werden von einem besonderen Podium aus gehalten, und danach wird erwartet, daß die Redner mit jedem am großen Ehrentisch anstoßen.","Die ""Halle des Volkes"" in Peking faßt zu Festessen bis zu 600 Personen; dabei gut 200 Anwesende mit Handschlag zu begrüßen, ist üblich; Gast und Gastgeber legen sich die Speisen gegenseitig vor; die Tischreden werden von einem besonderen Podium aus gehalten, und danach wird erwartet, daß die Redner mit jedem am großen Ehrentisch anstoßen.",616,2,3,gegenwärtig/neutral,"Deskriptive Nennung der 'Halle des Volkes' als staatliches/kollektives Gebäude in Peking, institutionell und nicht ethnisch aufgeladen."
Volk,1970-1989,1975,1975-06-13,"Auf einer Fahrt nach Bagdad wurde er Zeuge des grausamen Massakers an den Armeniern; die jungtürkische Regierung trieb damals zwei Millionen, also etwa die Hälfte dieses Volkes, in die mesopotamische Wüste und ließ sie dort umkommen.","Auf einer Fahrt nach Bagdad wurde er Zeuge des grausamen Massakers an den Armeniern; die jungtürkische Regierung trieb damals zwei Millionen, also etwa die Hälfte dieses Volkes, in die mesopotamische Wüste und ließ sie dort umkommen.",617,5,1,historisch/überholt,Bezieht sich ethnisch auf die armenische Gemeinschaft als Opfer eines historischen Völkermords.
Volk,1970-1989,1975,1975-11-28,"Die brave Frau aus dem Volk sagt darin: ""Mir wenn lebe ün werde üs wehre.""","Die brave Frau aus dem Volk sagt darin: ""Mir wenn lebe ün werde üs wehre.""",618,2,4,zukünftig/projiziert,"‚Volk‘ erscheint hier als populäre Zuschreibung ('aus dem Volk'), die zitierte Redeformel drückt kollektive Selbstbehauptung aus und ist eher identitätsstiftend und zukunftsgerichtet, ohne starke ethnische/biologische Rhetorik."
Volk,1970-1989,1975,1975-12-19,"""Ein Volk von Dieben""","""Ein Volk von Dieben""",619,4,1,gegenwärtig/neutral,"Reduziert das ‚Volkʻ zu einem homogenen, negativ bewerteten Kollektiv und trägt damit einen ethnonationalen Ton."
Volk,1970-1989,1975,1975-08-01,"""Das Militär hat dem Volk die Revolution gestohlen.""","""Das Militär hat dem Volk die Revolution gestohlen.""",620,2,4,gegenwärtig/neutral,"Das Wort bezeichnet hier das politisch enteignete Kollektiv als Opfer einer aktuellen Machtaktion, nicht eine ethnische Blutsgemeinschaft."
Volk,1970-1989,1975,1975-02-07,Man sieht Top-Leute in Top-Terrains individuell und das Volk in Massenszenen als Statisterie untergehen.,Man sieht Top-Leute in Top-Terrains individuell und das Volk in Massenszenen als Statisterie untergehen.,621,2,1,gegenwärtig/neutral,"»Volk« wird abwertend als entpersonalisierte Masse dargestellt, eine aktuelle Gegenüberstellung zu individuell hervorgehobenen Eliten."
Volk,1970-1989,1975,1975-07-18,"Als Hauptziel nationalsozialistischer Außenpolitik bezeichnet er es, ""unser Volk und seine Kraft zu sammeln zum Vormarsch auf jener Straße, die aus der heutigen Beengtheit des Lebensraumes dieses Volk hinausführt zu neuem Grund und Boden"", und er nennt auch die neuen deutschen Kolonien beim Namen: ""Rußland und die ihm Untertanen Randstaaten.""","Als Hauptziel nationalsozialistischer Außenpolitik bezeichnet er es, ""unser Volk und seine Kraft zu sammeln zum Vormarsch auf jener Straße, die aus der heutigen Beengtheit des Lebensraumes dieses Volk hinausführt zu neuem Grund und Boden"", und er nennt auch die neuen deutschen Kolonien beim Namen: ""Rußland und die ihm Untertanen Randstaaten.""",622,5,5,zukünftig/projiziert,"'Volk' wird ethnisch-kollektivistisch als Aufruf zum Vormarsch und zur Eroberung instrumentalisiert, also stolz und zukunftsgerichtet."
Volk,1970-1989,1975,1975-05-02,"Die CDU schickt ihre Minister geschlossen in Bussen auf die Dörfer, wo sie jovial dem Volk begegnen.","Die CDU schickt ihre Minister geschlossen in Bussen auf die Dörfer, wo sie jovial dem Volk begegnen.",623,2,3,gegenwärtig/neutral,"Im Wahlkampfkontext bezeichnet 'Volk' die allgemeine Bevölkerung als Zielgruppe der politischen Ansprache, ohne manifeste ethnische oder biologisierende Aufladung."
Volk,1970-1989,1975,1975-06-20,"Dieser heute weltweit verbreitete Terrorismus kann auch in freiheitlichen Staaten, wie wir sehen, da auftreten, wo in der Jugend eines Volkes revolutionäre Impulse, im Streben nach einer besseren Welt und einer menschlicheren Gesellschaft, entstehen und sich nicht rechtzeitig und zureichend in ein reformerisches Engagement innerhalb des politischen Systems umsetzen und übersetzen.","Dieser heute weltweit verbreitete Terrorismus kann auch in freiheitlichen Staaten, wie wir sehen, da auftreten, wo in der Jugend eines Volkes revolutionäre Impulse, im Streben nach einer besseren Welt und einer menschlicheren Gesellschaft, entstehen und sich nicht rechtzeitig und zureichend in ein reformerisches Engagement innerhalb des politischen Systems umsetzen und übersetzen.",624,2,1,gegenwärtig/neutral,Bezieht sich deskriptiv auf die Bevölkerung (»Jugend eines Volkes«) in einem warnenden Kontext und ist nicht ethnisch-nationalistisch konnotiert.
Volk,1970-1989,1975,1975-08-15,"Viele Offiziere sahen die Entwicklung mit Unbehagen; aber die von ihnen selbst errichtete Fiktion der doppelten Einheit - Einigkeit innerhalb der ""Bewegung der Streitkräfte""; unverbrüchliches Zusammengehen von Volk und Soldaten - hinderte sie daran, offen in die Opposition zu gehen.","Viele Offiziere sahen die Entwicklung mit Unbehagen; aber die von ihnen selbst errichtete Fiktion der doppelten Einheit - Einigkeit innerhalb der ""Bewegung der Streitkräfte""; unverbrüchliches Zusammengehen von Volk und Soldaten - hinderte sie daran, offen in die Opposition zu gehen.",625,4,1,gegenwärtig/neutral,"Als von den Offizieren konstruierte ‚Fiktion‘ wirkt ‚Volk‘ hier als identitätsstiftendes, organisches Band zu den Soldaten und nicht als rein staatsbürgerliche Verfassungsgemeinschaft, weshalb es oppositionelles Handeln hemmte."
Volk,1970-1989,1975,1975-03-21,"""Der Gang der Geschichte will es, daß die 450-Jahr-Feier des deutschen Bauernkrieges fast genau zusammentrifft mit der 30-Jahr-Feier der Befreiung unseres Volkes durch die Sowjetarmee ..."" Nein, nicht der Gang der Geschichte will es, sondern der schiere Jubiläumsrausch.","""Der Gang der Geschichte will es, daß die 450-Jahr-Feier des deutschen Bauernkrieges fast genau zusammentrifft mit der 30-Jahr-Feier der Befreiung unseres Volkes durch die Sowjetarmee ..."" Nein, nicht der Gang der Geschichte will es, sondern der schiere Jubiläumsrausch.",626,2,2,historisch/überholt,Als staatlich-kollektives »unseres Volkes« in offizieller Gedenkrhetorik zitiert und vom Autor ironisch als bloßer Jubiläumsrausch kritisiert.
Volk,1970-1989,1975,1975-10-31,"""Das Volk fürchtet um seinen Frieden und liebt den, der ihn verspricht.""","""Das Volk fürchtet um seinen Frieden und liebt den, der ihn verspricht.""",627,2,3,gegenwärtig/neutral,Sprache appelliert an die gegenwärtige Masse als politisches Publikum ohne expliziten ethnischen/biologischen Akzent; betont Furcht und Zuneigung gegenüber dem Friedensversprecher.
Volk,1970-1989,1975,1975-04-11,"Die Völker, die in ihnen leben, haben noch das Bewußtsein ihrer nationalen Einheit, die staatliche ging verloren.","Die Völker, die in ihnen leben, haben noch das Bewußtsein ihrer nationalen Einheit, die staatliche ging verloren.",628,4,4,gegenwärtig/neutral,"’Völker’ und ‚nationale Einheit‘ werden als fortbestehendes, ethnisch-kulturelles Bewußtsein dargestellt – beschreibend, mit identitätsstiftender Tendenz trotz des verlorenen Staates."
Volk,1970-1989,1975,1975-12-05,"""Syrien kämpft für die Sache der Araber und opfert die Rechte des palästinensischen Volkes nicht für ein paar Kilometer Wüste"", erklärte ein offizieller Sprecher mit deutlicher Anspielung auf den ägyptischen Sündenfall.","""Syrien kämpft für die Sache der Araber und opfert die Rechte des palästinensischen Volkes nicht für ein paar Kilometer Wüste"", erklärte ein offizieller Sprecher mit deutlicher Anspielung auf den ägyptischen Sündenfall.",629,4,5,gegenwärtig/neutral,Bezieht sich kollektivistisch auf die palästinensische Nation im Rahmen pan-arabischer Solidarität und wird damit positiv und aktuell verteidigend verwendet.
Volk,1970-1989,1975,1975-07-04,"'In jedem Gewählten erkennt dann das ganze Volk, also auch jeder Stand und jeder Teil des Volkes, seinen eigenen Stellvertreter.'""","'In jedem Gewählten erkennt dann das ganze Volk, also auch jeder Stand und jeder Teil des Volkes, seinen eigenen Stellvertreter.'""",630,2,4,gegenwärtig/neutral,"Formulierung betont die kollektive Anerkennung repräsentativer Institutionen und spricht von Ständen/Teilen als aktuell eingebunden – eher staatsbürgerlich/konsensual als biologisch‑ethnisch, aber mit holistischem Ton."
Volk,1970-1989,1975,1975-02-14,"Insbesondere ist es unerläßlich, daß das institutionalisiert wird, was auf unbestimmte Zeit die gesellschaftliche und politische Achse der Demokratie bleibt - das Bündnis des Volkes mit den Streitkräften.","Insbesondere ist es unerläßlich, daß das institutionalisiert wird, was auf unbestimmte Zeit die gesellschaftliche und politische Achse der Demokratie bleibt - das Bündnis des Volkes mit den Streitkräften.",631,4,5,zukünftig/projiziert,"'Volk' wird normativ als kollektive Einheit in einem zu institutionalisierenden Bündnis mit dem Militär dargestellt, was nationalistisch und identitätsstiftend wirkt."
Volk,1970-1989,1975,1975-08-15,"Vielmehr hat das Volk eines jeden Staates das souveräne Recht, über seine inneren Angelegenheiten zu entscheiden und sich seine Gesetze selbst zu geben ...","Vielmehr hat das Volk eines jeden Staates das souveräne Recht, über seine inneren Angelegenheiten zu entscheiden und sich seine Gesetze selbst zu geben ...",632,1,3,gegenwärtig/neutral,"Betont das souveräne Selbstbestimmungsrecht des Staatsvolks in jurisch‑verfasslicher, nicht ethnischer Sprache."
Volk,1970-1989,1976,1976-07-16,"Dieser eher wortkarge Mann, der die seltene Begabung hat, auch komplizierte Zusammenhänge einfach und ohne die Fracht unverständlicher Fremdworte darzustellen, hat dieses hohe Amt ja bewußt eingesetzt, um ein Lehrer und Mahner für dieses Volk zu sein, dieses schwierige Volk in seinem geteilten Lande.","Dieser eher wortkarge Mann, der die seltene Begabung hat, auch komplizierte Zusammenhänge einfach und ohne die Fracht unverständlicher Fremdworte darzustellen, hat dieses hohe Amt ja bewußt eingesetzt, um ein Lehrer und Mahner für dieses Volk zu sein, dieses schwierige Volk in seinem geteilten Lande.",633,2,2,gegenwärtig/neutral,"'Volk' wird als gegenwärtige, geteilte Gemeinschaft adressiert, der der Redner als Lehrender und Mahner gegenübertritt – nicht als biologisch-ethnische Kategorie."
Volk,1970-1989,1976,1976-02-27,"Es sah fast so aus, als ob ein Generalstäbler Regie geführt hatte: wirkungsvoll arrangiertes Volk, Landmaschinen eines ganzen Distrikts geschäftig auf einem Versuchsfeld; selbst die Begrenzungssteine der Landstraße waren frisch geweißt und der Besichtigungsjeep neu gestrichen.","Es sah fast so aus, als ob ein Generalstäbler Regie geführt hatte: wirkungsvoll arrangiertes Volk, Landmaschinen eines ganzen Distrikts geschäftig auf einem Versuchsfeld; selbst die Begrenzungssteine der Landstraße waren frisch geweißt und der Besichtigungsjeep neu gestrichen.",634,4,2,gegenwärtig/neutral,"Das ‚Volk‘ wird als inszeniertes, regimentiertes Schaubild dargestellt und ironisch kritisiert, nicht als stolzes nationales Symbol."
Volk,1970-1989,1976,1976-06-18,"Die Kommunisten wollen hier Ordnung schaffen, doch sie vergessen, daß unser Volk ein bißchen Unordnung ganz gern hat.""","Die Kommunisten wollen hier Ordnung schaffen, doch sie vergessen, daß unser Volk ein bißchen Unordnung ganz gern hat.""",635,2,4,gegenwärtig/neutral,"Stellt ‚unser Volk‘ als gegenwärtige, sympathische Kollektividentität gegenüber den Kommunisten dar; eher populistisch/zivilgemeinshaftlich, nicht ethnisch-biologisch."
Volk,1970-1989,1976,1976-08-20,"""Ich möchte eigentlich nur, daß wir wieder eine Regierung bekommen, die so ehrlich, so wahrhaftig, so fair, so idealistisch, so voll von Mitleid und von Liebe ist wie das amerikanische Volk.""","""Ich möchte eigentlich nur, daß wir wieder eine Regierung bekommen, die so ehrlich, so wahrhaftig, so fair, so idealistisch, so voll von Mitleid und von Liebe ist wie das amerikanische Volk.""",636,3,5,zukünftig/projiziert,"‘Volk’ wird idealisierend als vorbildhafte Kollektividentität gebraucht — kein biologischer Blutbegriff, sondern ein stolzes Modell für eine gewünschte zukünftige Regierung."
Volk,1970-1989,1976,1976-09-03,Letzte Woche erfuhr das holländische Volk die Wahrheit über den Lockheed-Skandal.,Letzte Woche erfuhr das holländische Volk die Wahrheit über den Lockheed-Skandal.,637,3,2,gegenwärtig/neutral,"Journalistische, deskriptive Bezeichnung der Bevölkerung im Kontext einer aktuellen Enthüllung; kritische Konnotation dominierend."
Volk,1970-1989,1976,1976-02-20,Natürlich will die Diktatur auch hier den Anschein eines vernünftig regierten und zufriedenen Volkes erwecken.,Natürlich will die Diktatur auch hier den Anschein eines vernünftig regierten und zufriedenen Volkes erwecken.,638,1,1,gegenwärtig/neutral,"Kritische Darstellung des Volkes als derzeitiges Objekt staatlicher Inszenierung, nicht als stolzes Identitätssymbol."
Volk,1970-1989,1976,1976-10-29,"Exponenten der Bewegung wie die Professoren Nahrstedt und Opaschowski mit ihren Anhängern sehen die Ursachen für den Rückschlag nicht nur in der wirtschaftlichen Rezession, in der der Kampf um den Arbeitsplatz wichtiger schien als eine ""sinnvolle"" Gestaltung der Freizeit; auch nicht nur in einer gewissen Skepsis gegenüber angeblichen Manipulationsversuchen in der freien Zeit, oder in einem mangelnden Freizeitbewußtsein eines Volkes, das Müßiggang als ""aller Laster Anfang"" empfindet.","Exponenten der Bewegung wie die Professoren Nahrstedt und Opaschowski mit ihren Anhängern sehen die Ursachen für den Rückschlag nicht nur in der wirtschaftlichen Rezession, in der der Kampf um den Arbeitsplatz wichtiger schien als eine ""sinnvolle"" Gestaltung der Freizeit; auch nicht nur in einer gewissen Skepsis gegenüber angeblichen Manipulationsversuchen in der freien Zeit, oder in einem mangelnden Freizeitbewußtsein eines Volkes, das Müßiggang als ""aller Laster Anfang"" empfindet.",639,3,1,gegenwärtig/neutral,"Das Wort bezeichnet hier die allgemeine Bevölkerung mit einem kritisierten gegenwärtigen Verhalten (Müßiggang-Vorurteil), ohne ethnisch-biologische oder nationalistisierende Aufladung."
Volk,1970-1989,1976,1976-02-06,"Er sei ""ein geborener Maler, wie unserem Volke nur wenige beschert worden sind"", schrieb Ludwig Justi über Lovis Corinth, als er vor fünfzig Jahren die riesige Gedächtnisausstellung in der Berliner Nationalgalerie einrichtete.","Er sei ""ein geborener Maler, wie unserem Volke nur wenige beschert worden sind"", schrieb Ludwig Justi über Lovis Corinth, als er vor fünfzig Jahren die riesige Gedächtnisausstellung in der Berliner Nationalgalerie einrichtete.",640,3,5,historisch/überholt,"Bezieht sich auf die nationale/kulturelle Gemeinschaft in lobender, historischer Rückschau und nicht auf eine explizit biologisch-rassistische Blutsgemeinschaft."
Volk,1970-1989,1976,1976-11-12,Die Verschiedenheit der Sprachen war der Verschiedenheit der Völker und sogar den Kriegen günstig; die Welt ist zum Latein zurückgekehrt.,Die Verschiedenheit der Sprachen war der Verschiedenheit der Völker und sogar den Kriegen günstig; die Welt ist zum Latein zurückgekehrt.,641,4,2,historisch/überholt,"Verknüpft Sprache und Volk als ethnisch-kulturelle Einheiten, die historisch Konflikte begünstigten, daher eher essentialisierend und kritisch-reflexiv."
Volk,1970-1989,1976,1976-06-11,"Die Jugend und zumal die kommenden geburtenstarken Jahrgänge ""sind keine Last, sie sind eine Chance für uns alle, für unsere Wirtschaft, für unseren Staat und unser Volk und für unsere Zukunft als Nation"".","Die Jugend und zumal die kommenden geburtenstarken Jahrgänge ""sind keine Last, sie sind eine Chance für uns alle, für unsere Wirtschaft, für unseren Staat und unser Volk und für unsere Zukunft als Nation"".",642,2,5,zukünftig/projiziert,"»unser Volk« wird positiv zusammen mit Staat, Wirtschaft und Zukunft der Nation genannt und zielt auf eine identitätsstiftende, zukunftsorientierte Mobilisierung, nicht auf explizit ethnische Argumentation."
Volk,1970-1989,1976,1976-08-27,"Als die Bilder laufen lernten, entzückten die kurzen Sensationen des ""Kinematographen"" zuvörderst das gemeine Volk.","Als die Bilder laufen lernten, entzückten die kurzen Sensationen des ""Kinematographen"" zuvörderst das gemeine Volk.",643,1,3,historisch/überholt,"Bezeichnet das ‚gemeine Volk‘ deskriptiv-historisch als begeistertes Publikum der frühen Kinematographie, ohne ethnisch-nationalistische Konnotation."
