Keyword,Period,Year,Date,Hit_Cleaned,Hit,Index,Intensity,Valence,Temporality,Reasoning
Volk,1946-1969,1955.0,1955-03-24,"Das mindert nicht, was beiden Völkern an Schuld oder Verantwortung zu tragen bleibt, aber es ebnet den Weg des brüderlichen Verstehens. V. v. Zühlsdorff","Das mindert nicht, was beiden Völkern an Schuld oder Verantwortung zu tragen bleibt, aber es ebnet den Weg des brüderlichen Verstehens. V. v. Zühlsdorff",159,2.0,1.0,historisch/überholt,"Bezeichnet die Völker als Träger historischer Schuld und Verantwortung und ruft zur Versöhnung, nicht zur ethnischen Aufwertung."
Volk,1946-1969,1955.0,1955-05-05,"""In den Ländern, Kreisen und Gemeinden"", heißt es im Artikel 28, ""muß das Volk eine Vertretung haben, die aus allgemeinen, unmittelbaren, freien, gleichen und geheimen Wahlen hervorgegangen ist.""","""In den Ländern, Kreisen und Gemeinden"", heißt es im Artikel 28, ""muß das Volk eine Vertretung haben, die aus allgemeinen, unmittelbaren, freien, gleichen und geheimen Wahlen hervorgegangen ist.""",160,1.0,3.0,gegenwärtig/neutral,"Bezieht sich auf die verfassungsrechtliche Souveränität der Wahlberechtigten und hebt das demokratische, staatsbürgerliche Wahlprinzip hervor."
Volk,1946-1969,1955.0,1955-09-15,"Faure hat in ihnen endlich Gesprächspartner gefunden, die nicht bloßkleine Personenklüngel (und mächtige wirtschaftliche Interessen) repräsentieren, sondern mit einem gewissen Recht als Sprecher des marokkanischen Volkes auftreten können.","Faure hat in ihnen endlich Gesprächspartner gefunden, die nicht bloßkleine Personenklüngel (und mächtige wirtschaftliche Interessen) repräsentieren, sondern mit einem gewissen Recht als Sprecher des marokkanischen Volkes auftreten können.",161,2.0,3.0,gegenwärtig/neutral,"Bezeichnet das marokkanische Kollektiv als legitime politische Repräsentanz im gegenwärtigen Verhandlungszusammenhang, ohne ethnisch-biologische Rhetorik."
Volk,1946-1969,1956.0,1956-11-22,"""Wir sind durch die Ereignisse in Ungarn zurückgeworfen, weil sie die Wand des Mißtrauens zwischen dem Osten und der freiheitlichen Welt höher getürmt haben"", klagt ein politischer Leitartikler und stößt mit diesem Ausspruch dem ungarischen Volk tausendfältig den Dolch in den Rücken.","""Wir sind durch die Ereignisse in Ungarn zurückgeworfen, weil sie die Wand des Mißtrauens zwischen dem Osten und der freiheitlichen Welt höher getürmt haben"", klagt ein politischer Leitartikler und stößt mit diesem Ausspruch dem ungarischen Volk tausendfältig den Dolch in den Rücken.",162,3.0,2.0,gegenwärtig/neutral,"Bezeichnet die ungarische Bevölkerung als unmittelbar betroffenes Kollektiv und wird als Opferadresse/Anklagepunkt verwendet, nicht als biologistisch-völkische Einheit."
Volk,1946-1969,1956.0,1956-11-01,"Jetzt, wo es darauf ankommt, wo der Frieden des ungarischen Volkes verlorenging, wo die Menschlichkeit verhöhnt wird und die ungarische Freiheit mit sowjetischen Panzern niedergewalzt wurde, was geschieht da?","Jetzt, wo es darauf ankommt, wo der Frieden des ungarischen Volkes verlorenging, wo die Menschlichkeit verhöhnt wird und die ungarische Freiheit mit sowjetischen Panzern niedergewalzt wurde, was geschieht da?",163,4.0,1.0,gegenwärtig/neutral,Bezieht sich auf das ethnisch-nationale ungarische Kollektiv als aktuell leidende Einheit angesichts sowjetischer Gewalttaten.
Volk,1946-1969,1956.0,1956-11-29,Das Verhalten der Deutschen während des Krieges gegenüber unseren Völkern hat uns erst recht zusammengeschweißt.,Das Verhalten der Deutschen während des Krieges gegenüber unseren Völkern hat uns erst recht zusammengeschweißt.,164,4.0,4.0,gegenwärtig/neutral,"„Völker“ bezeichnet hier ethnisch-kollektive Gruppen und fungiert als identitätsstiftendes Band, das aus dem Kriegserlebnis Gegenwartssolidarität erzeugt."
Volk,1946-1969,1956.0,1956-06-14,"""Spitzbart, Bauch und Brille sind nicht Volkes Wille!"" las man auf einer großen weißen Tafel auf dem Marktplatz von Halle.","""Spitzbart, Bauch und Brille sind nicht Volkes Wille!"" las man auf einer großen weißen Tafel auf dem Marktplatz von Halle.",165,4.0,1.0,gegenwärtig/neutral,"Der Slogan schließt anhand äußerlicher Merkmale Gruppen vom ‚Volk‘ aus und beansprucht einen populistischen, ethnisierenden Volksbegriff im gegenwärtigen Sinn."
Volk,1946-1969,1956.0,1956-11-01,"Schon die Zeitgenossen haben ihn entweder als Halbgott, Helden, Feldherrn, Vollender oder Zerstörer der Revolution bewundert oder als Despoten, Unterdrücker fremder Völker, ja als Teufel und Antichrist gehaßt.","Schon die Zeitgenossen haben ihn entweder als Halbgott, Helden, Feldherrn, Vollender oder Zerstörer der Revolution bewundert oder als Despoten, Unterdrücker fremder Völker, ja als Teufel und Antichrist gehaßt.",166,4.0,2.0,historisch/überholt,In der Wendung 'Unterdrücker fremder Völker' erscheint 'Volk' als kollektive/ethnische Andere und damit in einer nationalistisch-ethnischen Perspektive; die Formulierung beschreibt historische Polarisierung und negative Konnotation.
Volk,1946-1969,1956.0,1956-11-22,"""Die fremden Völker"", schreibt er auf Seite 18, ""beurteilen die deutsche Einheit kaltblütig nach ihren Auffassungen von ihrer eigenen Staatsräson.","""Die fremden Völker"", schreibt er auf Seite 18, ""beurteilen die deutsche Einheit kaltblütig nach ihren Auffassungen von ihrer eigenen Staatsräson.",167,2.0,2.0,gegenwärtig/neutral,"‚fremde Völker‘ bezeichnet hier externe, staatliche Kollektive und wird analytisch/gegenwartsbezogen verwendet, nicht als ethnisch-stolze Blutsgemeinschaft."
Volk,1946-1969,1956.0,1956-12-13,"Wer aber soll feststellen, welche Auswirkungen die technische Auswertung neuer wissenschaftlicher Erkenntnisse auf den Menschen, auf die Gesellschaft, auf den Staat, auf das Zusammenleben der Völker haben könnte?","Wer aber soll feststellen, welche Auswirkungen die technische Auswertung neuer wissenschaftlicher Erkenntnisse auf den Menschen, auf die Gesellschaft, auf den Staat, auf das Zusammenleben der Völker haben könnte?",168,1.0,2.0,zukünftig/projiziert,"‚Völker‘ wird reflexiv und zukunftsbezogen als Betroffene des Zusammenlebens genannt, nicht als ethnisch aufgeladener Identitätsbegriff."
Volk,1946-1969,1956.0,1956-07-12,Hierfür braucht das indische Volk den Frieden.,Hierfür braucht das indische Volk den Frieden.,169,3.0,3.0,gegenwärtig/neutral,"Bezeichnet sachlich die Bevölkerung Indiens und artikuliert einen aktuellen Bedarf an Frieden, ohne ethnisierende oder stolze Rhetorik."
Volk,1946-1969,1956.0,1956-11-29,"Gewiß, es wurde mir alles durch die rosa Brille des Kommunismus gezeigt, und ich sah nicht das tatsächliche Geschick unseres Volkes.","Gewiß, es wurde mir alles durch die rosa Brille des Kommunismus gezeigt, und ich sah nicht das tatsächliche Geschick unseres Volkes.",170,2.0,2.0,gegenwärtig/neutral,"„Volk“ wird als beschreibende Kollektivbezeichnung in kritischer Selbstreflexion verwendet, nicht als ethnisch-biologische Blutsgemeinschaft."
Volk,1946-1969,1956.0,1956-03-15,"Und auch das ist gewiß nicht einfach ein Zufall: daß in späteren Jahrhunderten der Eigenname Cäsar als Herrschertitel gerade in den Sprachen jener Völker fortlebt, deren Herrscher auf die Würde des Weltmonarchen Anspruch erhoben.","Und auch das ist gewiß nicht einfach ein Zufall: daß in späteren Jahrhunderten der Eigenname Cäsar als Herrschertitel gerade in den Sprachen jener Völker fortlebt, deren Herrscher auf die Würde des Weltmonarchen Anspruch erhoben.",171,2.0,3.0,historisch/überholt,"Deskriptive historische Bezugnahme auf ‚Völker‘ als Sprach‑ und Herrschaftsgruppen (deren Herrscher Anspruch erhoben), nicht als ethnisch‑biologische Blutsgemeinschaft."
Volk,1946-1969,1956.0,1956-01-26,In tiefster Trauer verneigt sich das deutsche Volk ...,In tiefster Trauer verneigt sich das deutsche Volk ...,172,3.0,2.0,gegenwärtig/neutral,Kollektive Trauergeste appelliert an nationale Einheit ohne explizite ethnische Aufladung.
Volk,1946-1969,1956.0,1956-08-09,Er erzählt seine Erlebnisse und untermdt sie mit vielen Melodien fremder Völker.,Er erzählt seine Erlebnisse und untermdt sie mit vielen Melodien fremder Völker.,173,2.0,3.0,gegenwärtig/neutral,"Bezieht sich neutral auf kulturelle/ethnische Gruppen ('fremder Völker') als Quelle von Melodien, ohne nationalistische Aufladung."
Volk,1946-1969,1956.0,1956-03-01,"In der Bücherei für den Frieden sollen die Kritiker und die Leser das Buch auswählen, das ihr Land am besten repräsentiert, das Werk, von dem auch die Kraft ausgeht, andere Völker zu entzünden.","In der Bücherei für den Frieden sollen die Kritiker und die Leser das Buch auswählen, das ihr Land am besten repräsentiert, das Werk, von dem auch die Kraft ausgeht, andere Völker zu entzünden.",174,4.0,2.0,zukünftig/projiziert,"Das Wort fungiert als kollektive, potenziell aggressive Identität ('andere Völker zu entzünden'), in einem kritischen Kontext, der vor provokativer nationalrepräsentativer Kultur warnt."
Volk,1946-1969,1956.0,1956-11-29,"Ebenso offensichtlich ist, daß die Regierung Kadar keine freie, sondern eine dem Volk von den Russen aufgezwungene Regierung ist ....","Ebenso offensichtlich ist, daß die Regierung Kadar keine freie, sondern eine dem Volk von den Russen aufgezwungene Regierung ist ....",175,2.0,1.0,gegenwärtig/neutral,"„Volk“ bezeichnet hier die gegenwärtige Bevölkerung als Opfer einer von außen aufgezwungenen Regierung, nicht eine ethnisch-biologische Gemeinschaft."
Volk,1946-1969,1956.0,1956-05-24,"In dem Glückwunschtelegramm Bulganins an den Ministerpräsidenten der Sowjetzone, Grotewohl, zum 11. Jahrestag der ""Befreiung des deutschen Volkes"", wird der kommunistische Parteichef der Sowjetzone Walter Ulbricht mit keinem Wort erwähnt.","In dem Glückwunschtelegramm Bulganins an den Ministerpräsidenten der Sowjetzone, Grotewohl, zum 11. Jahrestag der ""Befreiung des deutschen Volkes"", wird der kommunistische Parteichef der Sowjetzone Walter Ulbricht mit keinem Wort erwähnt.",176,3.0,5.0,historisch/überholt,"‚Volk‘ wird in einem feierlichen Gratulationstext als nationales, identitätsstiftendes Stichwort im Rückblick auf eine historische ‚Befreiung‘ verwendet, nicht als rein verfassungsbürgerlicher Begriff."
Volk,1946-1969,1956.0,1956-03-08,Daher wächst als Abwehr heute die durch alle Schichten des Volkes gehende unheimlich anmutende Flucht vor der Zivilisation.,Daher wächst als Abwehr heute die durch alle Schichten des Volkes gehende unheimlich anmutende Flucht vor der Zivilisation.,177,3.0,1.0,gegenwärtig/neutral,"’Volk’ bezeichnet hier die gegenwärtige Bevölkerung (’durch alle Schichten des Volkes’) und wird kritisch als Träger einer unheimlichen Flucht vor der Zivilisation dargestellt, nicht als ethnisches Identitätssymbol."
Volk,1946-1969,1956.0,1956-08-30,Dieses ewige Gerede über den Krieg ist Narrheit und macht die Völker wahnsinnig.,Dieses ewige Gerede über den Krieg ist Narrheit und macht die Völker wahnsinnig.,178,1.0,1.0,gegenwärtig/neutral,"Der Satz kritisiert gegenwärtiges Kriegsgerede und beschreibt ‚die Völker‘ als leidende kollektive Bevölkerung, nicht als ethnisch aufgeladenes Stolzsymbol."
Volk,1946-1969,1957.0,1957-01-31,"[...] An der österreichischen Situation jenes Jahres nimmt der philosophierende Oberst nicht einmal gedanklichen Anteil, wiewohl das immerhin die Zeit war, in der das Volk trotz stärksten sowjetischen Terrors bei der Wahl im November 1945 den Kommunisten eine Abfuhr erteilte, wie sie sie nirgendwo sonst erfahren hatten; die Zeit, in der in den Wiener Spitälern reihenweise die Kinder starben, weil es an den primitivsten Heil- und Nährmitteln fehlte; die Zeit, in der trotz der Barbarei aller vier Besatzungsmächte ein Staat aufgebaut wurde, der sich bislang als stabiler erwiesen hat als mancher von seinen eigenen Phrasen aufgeblähte Siegerstaat von damals. [...]","[...] An der österreichischen Situation jenes Jahres nimmt der philosophierende Oberst nicht einmal gedanklichen Anteil, wiewohl das immerhin die Zeit war, in der das Volk trotz stärksten sowjetischen Terrors bei der Wahl im November 1945 den Kommunisten eine Abfuhr erteilte, wie sie sie nirgendwo sonst erfahren hatten; die Zeit, in der in den Wiener Spitälern reihenweise die Kinder starben, weil es an den primitivsten Heil- und Nährmitteln fehlte; die Zeit, in der trotz der Barbarei aller vier Besatzungsmächte ein Staat aufgebaut wurde, der sich bislang als stabiler erwiesen hat als mancher von seinen eigenen Phrasen aufgeblähte Siegerstaat von damals. [...]",179,2.0,5.0,historisch/überholt,"Bezieht sich in der Rückschau auf die Bevölkerung als demokratische, handelnde Kraft (Wahl 1945) und betont ihren Widerstand, daher staatsbürgerlich und stolz."
Volk,1946-1969,1957.0,1957-07-25,Sie bilden in den zum großen Teil erst werdenden und noch tief zerklüfteten Völkern das einzig zuverlässige Ordnungselement.,Sie bilden in den zum großen Teil erst werdenden und noch tief zerklüfteten Völkern das einzig zuverlässige Ordnungselement.,180,4.0,4.0,zukünftig/projiziert,"‚Völkern‘ wird als organisch entstehende kollektive Einheit mit ordnender, positiv bewerteter Funktion dargestellt, also ethnisch-communitarisch und auf Zukunft/Entwicklung bezogen."
Volk,1946-1969,1957.0,1957-02-14,"Wo in den Demokratien eine schlichte Mehrheit genügt, muß es in den Diktaturen das ganze Volk sein -","Wo in den Demokratien eine schlichte Mehrheit genügt, muß es in den Diktaturen das ganze Volk sein -",181,4.0,1.0,gegenwärtig/neutral,"‚das ganze Volk‘ wird als totalisierende, mobilisierende Forderung der Diktaturen dargestellt und kritisch kommentiert."
Volk,1946-1969,1957.0,1957-10-17,"Das Heilmittel hieß ""Gelenkte Demokratie"", was in der Praxis bedeutete, daß Sukarno mit Hilfe einer von ihm ernannten Vertretung aller Stände und politischen Gruppen des Volkes selber - und zwar ohne parlamentarische Verantwortung - regieren wollte.","Das Heilmittel hieß ""Gelenkte Demokratie"", was in der Praxis bedeutete, daß Sukarno mit Hilfe einer von ihm ernannten Vertretung aller Stände und politischen Gruppen des Volkes selber - und zwar ohne parlamentarische Verantwortung - regieren wollte.",182,2.0,2.0,zukünftig/projiziert,"Bezeichnet die gesamte Bevölkerung als Legitimationsbasis und wird instrumentalisiert, um ein geplantes autoritäres Herrschaftsmodell zu rechtfertigen."
Volk,1946-1969,1957.0,1957-05-09,"Ein voller kriegerischer Einsatz der modernen Waffen kann die Erde radioaktiv so verseuchen, daß ganze Völker vernichtet würden.""","Ein voller kriegerischer Einsatz der modernen Waffen kann die Erde radioaktiv so verseuchen, daß ganze Völker vernichtet würden.""",183,3.0,1.0,zukünftig/projiziert,"'Völker' bezeichnet hier kollektive Populationen in einer warnenden Prognose über ihre mögliche Vernichtung, nicht als Identitätsstifter."
Volk,1946-1969,1957.0,1957-08-01,"Das mexikanische Volk, jetzt etwa 32 Millionen, wächst jährlich um etwa eine Million Menschen.","Das mexikanische Volk, jetzt etwa 32 Millionen, wächst jährlich um etwa eine Million Menschen.",184,3.0,3.0,gegenwärtig/neutral,Deskriptive demografische Aussage über eine fremde Bevölkerung ohne ethnisch-nationalistische oder staatsbürgerlich-ideologische Aufladung.
Volk,1946-1969,1957.0,1957-07-25,"Der Kommunismus wird von den Israels durchaus abgelehnt, da sie ihn als extremen Gegensatz zum Zionismus empfinden, der zwar auch die Revolutionierung eines ganzes Volkes unternommen hat, aber nicht aus bloß ökonomischer Sicht.","Der Kommunismus wird von den Israels durchaus abgelehnt, da sie ihn als extremen Gegensatz zum Zionismus empfinden, der zwar auch die Revolutionierung eines ganzes Volkes unternommen hat, aber nicht aus bloß ökonomischer Sicht.",185,3.0,3.0,historisch/überholt,"Das Wort wird deskriptiv für die Revolutionierung eines ganzen Volkes in der Vergangenheit verwendet und verweist auf ein nationales Kollektivprojekt, nicht auf eine explizit biologische Blutsgemeinschaft."
Volk,1946-1969,1957.0,1957-11-21,"Der erste Präsident der Deutschen Bundesbahn, Prof. Dr. Oefterding, konnte in seiner Rede mit gutem Recht behaupten, daß jede Verkehrsverdichtung und jedes Verbessern einer Verkehrsverbindung zwischen den Ländern unseres Kontinents das Zusammenwachsen der Völker, das gegenseitige Verstehen und das Gefühl der Verbundenheit beschleunigen.","Der erste Präsident der Deutschen Bundesbahn, Prof. Dr. Oefterding, konnte in seiner Rede mit gutem Recht behaupten, daß jede Verkehrsverdichtung und jedes Verbessern einer Verkehrsverbindung zwischen den Ländern unseres Kontinents das Zusammenwachsen der Völker, das gegenseitige Verstehen und das Gefühl der Verbundenheit beschleunigen.",186,2.0,5.0,zukünftig/projiziert,"'Völker' wird positiv und zukunftsgerichtet als Ziel des Zusammenwachsens und der Verbundenheit gebraucht, nicht als ethnischer Abgrenzungsbegriff."
Volk,1946-1969,1957.0,1957-07-25,"Was nun das Verhältnis zwischen den Juden und dem deutschen Volk jetzt und in Zukunft betrifft, so besteht ein, wie man zuversichtlich glaubt, begründetes Vertrauen, aber deshalb doch kein Illusionismus.","Was nun das Verhältnis zwischen den Juden und dem deutschen Volk jetzt und in Zukunft betrifft, so besteht ein, wie man zuversichtlich glaubt, begründetes Vertrauen, aber deshalb doch kein Illusionismus.",187,2.0,2.0,zukünftig/projiziert,"Das ‚deutsche Volk‘ wird als gegenwärtig und künftig adressierte Bezugsgröße in einem vorsichtigen, reflektierenden Ton genannt und wirkt eher staatsbürgerlich geprägt mit einem leichten nationalen Residuum."
Volk,1946-1969,1957.0,1957-02-14,"Was nun die dämonisch-tragische Figur des Präsidenten Getulio Vargas angeht (Arnau behandelt ihn ausführlich), so halte ich es mit der erdrückenden Mehrheit des Volkes und der großen Masse der Enterbten, die in ihrem Gêgê einen Vater des Vaterlandes und einen Freund und Bruder aller Armen verehrten.","Was nun die dämonisch-tragische Figur des Präsidenten Getulio Vargas angeht (Arnau behandelt ihn ausführlich), so halte ich es mit der erdrückenden Mehrheit des Volkes und der großen Masse der Enterbten, die in ihrem Gêgê einen Vater des Vaterlandes und einen Freund und Bruder aller Armen verehrten.",188,2.0,4.0,gegenwärtig/neutral,"Bezieht sich auf die gegenwärtige Massenmehrheit, populistisch und verehrend, nicht auf eine ethnisch-biologische Blutsgemeinschaft."
Volk,1946-1969,1957.0,1957-07-25,"Posselt - selbst Vertriebener und langjähriger Insasse tschechischer Zuchthäuser - ließ den Abgeordneten Dr. Becher inzwischen schriftlich wissen, daß er, Posselt, ""Reporter, aber kein Propagandafunktionär"" sei, daß er ferner aus seinem Vertriebenenschicksal ""keinen Beruf"" zu machen gedenke und darüber hinaus verhüten wolle, daß solche ""Propagandisten"" wie der Briefempfänger noch ein zweites Mal Unglück über das deutsche Volk heraufzubeschwören vermöchten.","Posselt - selbst Vertriebener und langjähriger Insasse tschechischer Zuchthäuser - ließ den Abgeordneten Dr. Becher inzwischen schriftlich wissen, daß er, Posselt, ""Reporter, aber kein Propagandafunktionär"" sei, daß er ferner aus seinem Vertriebenenschicksal ""keinen Beruf"" zu machen gedenke und darüber hinaus verhüten wolle, daß solche ""Propagandisten"" wie der Briefempfänger noch ein zweites Mal Unglück über das deutsche Volk heraufzubeschwören vermöchten.",189,4.0,2.0,zukünftig/projiziert,"„Volk“ bezeichnet hier die kollektive deutsche Gemeinschaft, die es vor einem möglichen neuen Unglück zu bewahren gilt; nationalistisch-kollektivistische Konnotation und mahnender Gebrauch."
Volk,1946-1969,1957.0,1957-07-25,"Als die Armeeführung ebenfalls an der Erhebung des Volkes teilnahm, war das Schicksal der hundertjährigen Rana-Autarkie besiegelt.","Als die Armeeführung ebenfalls an der Erhebung des Volkes teilnahm, war das Schicksal der hundertjährigen Rana-Autarkie besiegelt.",190,4.0,4.0,historisch/überholt,"Das Wort Volk tritt als handlungsfähige, organische Masse in einem historischen Aufstandszusammenhang auf und wird eher identitätsstiftend als staatsbürgerlich dargestellt."
Volk,1946-1969,1957.0,1957-08-08,"""Besiegtes und unterdrücktes Volk hat weder Raum für eine international denkende und handelnde Wirtschaft noch für eine international denkende und handelnde Arbeiterschaft.","""Besiegtes und unterdrücktes Volk hat weder Raum für eine international denkende und handelnde Wirtschaft noch für eine international denkende und handelnde Arbeiterschaft.",191,3.0,2.0,gegenwärtig/neutral,"Stellt das Volk als aktuell besiegte und unterdrückte Kollektivität dar — beschreibend und mahnend, ohne explizite biologisch-rassische Argumentation."
Volk,1946-1969,1957.0,1957-07-25,"Als es darum ging, ein Volk ohne Land in ein Land ohne Volk zu verpflanzen-, war die Form der westlichen Demokratie von Anfang an das Ideal der zionistischen Bewegung, und demgemäß vollzog sich auch die Realisation in westlichen Formen.","Als es darum ging, ein Volk ohne Land in ein Land ohne Volk zu verpflanzen-, war die Form der westlichen Demokratie von Anfang an das Ideal der zionistischen Bewegung, und demgemäß vollzog sich auch die Realisation in westlichen Formen.",192,5.0,2.0,historisch/überholt,Der Begriff wird ethnisch-national im Sinne eines kollektiven Volkskörpers (‚Volk ohne Land/ Land ohne Volk‘) historisch-deskriptiv und nicht als stolzes Identitätssymbol verwendet.
Volk,1946-1969,1957.0,1957-06-20,"Noch sind auch die Leibesübungen nicht so in unserem Volk verankert, wie es notwendig wäre.","Noch sind auch die Leibesübungen nicht so in unserem Volk verankert, wie es notwendig wäre.",193,2.0,2.0,zukünftig/projiziert,Appellierende Kritik: 'unserem Volk' dient hier als kollektive Zielgruppe ohne explizit ethnische/biologische Konnotation und fordert stärkere zukünftige Verankerung.
Volk,1946-1969,1958.0,1958-09-04,"Vielen erschien des spannungsgeladene Verhältnis zwischen den aber und den jungen Völkern nur als Folge eines bedauerlichen Mißverständnisses - bis dann, ziemlich am Ende der Seminarwochen, der Asienfachmann Tibor Mende, Professor am Pariser ""Institut für Politische Wissenschaften"", manche ihrer Verstellungen ins Wanken brachte.","Vielen erschien des spannungsgeladene Verhältnis zwischen den aber und den jungen Völkern nur als Folge eines bedauerlichen Mißverständnisses - bis dann, ziemlich am Ende der Seminarwochen, der Asienfachmann Tibor Mende, Professor am Pariser ""Institut für Politische Wissenschaften"", manche ihrer Verstellungen ins Wanken brachte.",194,2.0,2.0,gegenwärtig/neutral,"»Völkern« wird hier deskriptiv als aktuelle Kategorisierung (alte vs. junge Völker) gebraucht und durch die Kritik des Asienfachmanns relativiert, nicht als nationalistischer Stolz oder biologischer Essenz."
Volk,1946-1969,1958.0,1958-05-08,"Das deutsche Volk, das 1914 vielleicht nicht überall mit rauschender Begeisterung, aber doch einig und festen Muts in einen Krieg ging, den es als Verteidigungskrieg auffaßte, kam vier Jahre später müde, uneins und seiner selber unsicher geworden aus diesem Krieg zurück.","Das deutsche Volk, das 1914 vielleicht nicht überall mit rauschender Begeisterung, aber doch einig und festen Muts in einen Krieg ging, den es als Verteidigungskrieg auffaßte, kam vier Jahre später müde, uneins und seiner selber unsicher geworden aus diesem Krieg zurück.",195,4.0,2.0,historisch/überholt,"Bezeichnet das deutsche Kollektiv 1914 als einig und mutig (national geprägte Gemeinschaft), wird aber im Rückblick kritisch und desillusioniert dargestellt."
Volk,1946-1969,1958.0,1958-12-11,"Eine besorgte Bulgarin, die in Frankfurt wohnt und die Uraufführung des Films in Wien erlebt hat, schrieb mir, daß sie Shaw nicht verzeihen könne, in die schmerzliche Geschichte des bulgarischen Volkes eingegriffen zu haben, das kaum von der türkischen Herrschaft befreit, durch die Politik der Großen im Jahre 1885 in einen Krieg mit Serbien getrieben wurde.","Eine besorgte Bulgarin, die in Frankfurt wohnt und die Uraufführung des Films in Wien erlebt hat, schrieb mir, daß sie Shaw nicht verzeihen könne, in die schmerzliche Geschichte des bulgarischen Volkes eingegriffen zu haben, das kaum von der türkischen Herrschaft befreit, durch die Politik der Großen im Jahre 1885 in einen Krieg mit Serbien getrieben wurde.",196,3.0,2.0,historisch/überholt,"Bezieht sich im Rückblick auf die leidvolle Geschichte der bulgarischen Nation (Ereignisse von 1885) und ist als reflexive, nicht als stolz verlängernde Rede konzipiert."
Volk,1946-1969,1958.0,1958-09-04,"Der Briefwechsel zwischen ihm und dem Bischof von Chichester, der in diesem Band vollständig abgedruckt ist, zeigt eine verhängnisvolle Identifizierung zwischen Nationalsozialismus und deutschem Volk und zudem die nicht minder verhängnisvolle These, ""daß ihnen (den Männern der Opposition) niemand glauben wird, bis sie aktive Schritte getan haben, ihr gegenwärtiges System zu beseitigen"".","Der Briefwechsel zwischen ihm und dem Bischof von Chichester, der in diesem Band vollständig abgedruckt ist, zeigt eine verhängnisvolle Identifizierung zwischen Nationalsozialismus und deutschem Volk und zudem die nicht minder verhängnisvolle These, ""daß ihnen (den Männern der Opposition) niemand glauben wird, bis sie aktive Schritte getan haben, ihr gegenwärtiges System zu beseitigen"".",197,5.0,1.0,historisch/überholt,'deutschem Volk' wird als belastende Verbindung mit dem Nationalsozialismus kritisiert und als ethnisch aufgeladene Identifikation dargestellt.
Volk,1946-1969,1958.0,1958-07-03,"Man denke nur, wie viele der gemeinsamen Aufgaben und Möglichkeiten die technische Entwicklung geschaffen hat, an die ""Eisernen Vorhänge"", mit denen sich die Völker umgeben, an Vorstellungen, Vorurteile und Affekte, die im Mittelalter vielleicht ihre Berechtigung hatten, heute aber immer wieder scheitern.","Man denke nur, wie viele der gemeinsamen Aufgaben und Möglichkeiten die technische Entwicklung geschaffen hat, an die ""Eisernen Vorhänge"", mit denen sich die Völker umgeben, an Vorstellungen, Vorurteile und Affekte, die im Mittelalter vielleicht ihre Berechtigung hatten, heute aber immer wieder scheitern.",198,2.0,1.0,gegenwärtig/neutral,"Bezeichnet gegenwärtige Gemeinschaften, kritisiert ihr abgrenzendes Verhalten und an mittelalterlichen Vorurteilen festhaltende Praktiken."
Volk,1946-1969,1958.0,1958-02-13,Zweimal innerhalb einer Generation haben das britische Volk und seine Alliierten die Schrecken der deutschen Kriegsmaschine erfahren.,Zweimal innerhalb einer Generation haben das britische Volk und seine Alliierten die Schrecken der deutschen Kriegsmaschine erfahren.,199,2.0,2.0,historisch/überholt,‚Volk‘ dient hier als nationenbezogene Kollektivbezeichnung für das britische Volk als Opfer vergangener Kriege und ist nicht ethnisch-biologisch aufgeladen.
Volk,1946-1969,1958.0,1958-11-06,"Ich bin sicher, daß seine Stimme im Chorus der lateinamerikanischen Völker, die uns von Jahr zu Jahr mit erstaunlicheren Wortschöpfungen überraschen, immer vernehmlicher werden wird, da sie sich in der wundervollen Anstrengung der Reinheit zugleich konzentriert und verstärkt.","Ich bin sicher, daß seine Stimme im Chorus der lateinamerikanischen Völker, die uns von Jahr zu Jahr mit erstaunlicheren Wortschöpfungen überraschen, immer vernehmlicher werden wird, da sie sich in der wundervollen Anstrengung der Reinheit zugleich konzentriert und verstärkt.",200,2.0,5.0,zukünftig/projiziert,"‚Völker‘ wird hier lobend als kulturelle/kollektive Stimme lateinamerikanischer Gemeinschaften gebraucht und futurisch projiziert, ohne biologisch-ethnische Blutsgemeinschaftsrhetorik."
Volk,1946-1969,1958.0,1958-03-27,"Vielleicht sollte man anders sagen: ""Jedes Volk hat das Parlament, das es bezahlt!""","Vielleicht sollte man anders sagen: ""Jedes Volk hat das Parlament, das es bezahlt!""",201,2.0,2.0,gegenwärtig/neutral,"Sarkastische Gegenwartskritik an der Beziehung von Bevölkerung, Geld und Parlament ohne ethnische/biologische Aufladung."
Volk,1946-1969,1958.0,1958-07-03,Von wie wenig Völkern ist eine Geschichte möglich!,Von wie wenig Völkern ist eine Geschichte möglich!,202,2.0,2.0,historisch/überholt,"Der Ausruf stellt 'Volk' skeptisch als historisch begrenzte Kategorie dar und kritisiert eher ethnische Erzählungen, statt sie als stolzes Identitätssymbol zu feiern."
